Time [h]	Intlet Temperature [C]	Outlet Temperature [C]
1148	3.0216	6.0216
1149	3.00697	6.00697
1150	2.9916	5.9916
1151	2.9759	5.9759
1152	2.96158	5.96158
1153	2.94599	5.94599
1154	2.94464	5.94464
1155	2.94939	5.94939
1156	2.9558	5.9558
1157	2.96367	5.96367
1158	2.97288	5.97288
1159	2.9831	5.9831
1160	2.99281	5.99281
1161	3.00422	6.00422
1162	3.01605	6.01605
1163	3.02787	6.02787
1164	3.04006	6.04006
1165	3.05344	6.05344
1166	3.0665	6.0665
1167	3.07976	6.07976
1168	3.09331	6.09331
1169	3.10756	6.10756
1170	3.12189	6.12189
1171	3.13616	6.13616
1172	3.15033	6.15033
1173	3.16492	6.16492
1174	3.18036	6.18036
1175	3.1949	6.1949
1176	3.21081	6.21081
1177	3.22629	6.22629
1178	3.23151	6.23151
1179	3.23425	6.23425
1180	3.23479	6.23479
1181	3.23455	6.23455
1182	3.23341	6.23341
1183	3.23245	6.23245
1184	3.23067	6.23067
1185	3.22893	6.22893
1186	3.22703	6.22703
1187	3.22468	6.22468
1188	3.22246	6.22246
1189	3.21963	6.21963
1190	3.21695	6.21695
1191	3.21399	6.21399
1192	3.21205	6.21205
1193	3.20812	6.20812
1194	3.20459	6.20459
1195	3.20101	6.20101
1196	3.19817	6.19817
1197	3.19519	6.19519
1198	3.19186	6.19186
1199	3.18772	6.18772
1200	3.18473	6.18473
1201	3.18061	6.18061
1202	3.17868	6.17868
1203	3.17748	6.17748
1204	3.17545	6.17545
1205	3.17414	6.17414
1206	3.17281	6.17281
1207	3.17094	6.17094
1208	3.16946	6.16946
1209	3.1685	6.1685
1210	3.16694	6.16694
1211	3.16587	6.16587
1212	3.16466	6.16466
1213	3.16415	6.16415
1214	3.16229	6.16229
1215	3.16029	6.16029
1216	3.1601	6.1601
1217	3.15829	6.15829
1218	3.1574	6.1574
1219	3.15606	6.15606
1220	3.15506	6.15506
1221	3.15369	6.15369
1222	3.15206	6.15206
1223	3.15136	6.15136
1224	3.14952	6.14952
1225	3.14838	6.14838
1226	3.14478	6.14478
1227	3.1392	6.1392
1228	3.13369	6.13369
1229	3.1279	6.1279
1230	3.12161	6.12161
1231	3.11548	6.11548
1232	3.10905	6.10905
1233	3.10277	6.10277
1234	3.0959	6.0959
1235	3.08894	6.08894
1236	3.08229	6.08229
1237	3.07504	6.07504
1238	3.06945	6.06945
1239	3.06126	6.06126
1240	3.05349	6.05349
1241	3.04668	6.04668
1242	3.03964	6.03964
1243	3.03206	6.03206
1244	3.0242	6.0242
1245	3.01779	6.01779
1246	3.01005	6.01005
1247	3.00212	6.00212
1248	2.99464	5.99464
1249	2.98716	5.98716
1250	2.97689	5.97689
1251	2.96624	5.96624
1252	2.95459	5.95459
1253	2.94245	5.94245
1254	2.93028	5.93028
1255	2.91826	5.91826
1256	2.90579	5.90579
1257	2.89301	5.89301
1258	2.88039	5.88039
1259	2.8676	5.8676
1260	2.85552	5.85552
1261	2.842	5.842
1262	2.82845	5.82845
1263	2.81581	5.81581
1264	2.80247	5.80247
1265	2.78964	5.78964
1266	2.77584	5.77584
1267	2.76257	5.76257
1268	2.75035	5.75035
1269	2.73556	5.73556
1270	2.72229	5.72229
1271	2.70828	5.70828
1272	2.69464	5.69464
1273	2.68053	5.68053
1274	2.65768	5.65768
1275	2.62986	5.62986
1276	2.60143	5.60143
1277	2.57127	5.57127
1278	2.54045	5.54045
1279	2.50926	5.50926
1280	2.47781	5.47781
1281	2.44574	5.44574
1282	2.41349	5.41349
1283	2.38043	5.38043
1284	2.34683	5.34683
1285	2.31318	5.31318
1286	2.27901	5.27901
1287	2.24488	5.24488
1288	2.21151	5.21151
1289	2.17698	5.17698
1290	2.14138	5.14138
1291	2.10623	5.10623
1292	2.07098	5.07098
1293	2.03506	5.03506
1294	1.99947	4.99947
1295	1.96338	4.96338
1296	1.92755	4.92755
1297	1.89127	4.89127
1298	1.86227	4.86227
1299	1.83683	4.83683
1300	1.81146	4.81146
1301	1.78973	4.78973
1302	1.76707	4.76707
1303	1.74493	4.74493
1304	1.72328	4.72328
1305	1.70105	4.70105
1306	1.67933	4.67933
1307	1.65764	4.65764
1308	1.63621	4.63621
1309	1.61492	4.61492
1310	1.59342	4.59342
1311	1.5723	4.5723
1312	1.55172	4.55172
1313	1.53068	4.53068
1314	1.50861	4.50861
1315	1.48838	4.48838
1316	1.46804	4.46804
1317	1.4468	4.4468
1318	1.42624	4.42624
1319	1.40484	4.40484
1320	1.3847	4.3847
1321	1.3639	4.3639
1322	1.37847	4.37847
1323	1.41134	4.41134
1324	1.45183	4.45183
1325	1.49694	4.49694
1326	1.54382	4.54382
1327	1.59441	4.59441
1328	1.64573	4.64573
1329	1.69946	4.69946
1330	1.75378	4.75378
1331	1.80993	4.80993
1332	1.86631	4.86631
1333	1.92414	4.92414
1334	1.98316	4.98316
1335	2.04254	5.04254
1336	2.10221	5.10221
1337	2.16231	5.16231
1338	2.22469	5.22469
1339	2.28548	5.28548
1340	2.34777	5.34777
1341	2.41191	5.41191
1342	2.47482	5.47482
1343	2.53884	5.53884
1344	2.60332	5.60332
1345	2.66702	5.66702
1346	2.70166	5.70166
1347	2.72523	5.72523
1348	2.74454	5.74454
1349	2.76123	5.76123
1350	2.777	5.777
1351	2.7911	5.7911
1352	2.80407	5.80407
1353	2.81633	5.81633
1354	2.82719	5.82719
1355	2.83789	5.83789
1356	2.84828	5.84828
1357	2.85774	5.85774
1358	2.86679	5.86679
1359	2.87658	5.87658
1360	2.88509	5.88509
1361	2.89324	5.89324
1362	2.90135	5.90135
1363	2.90918	5.90918
1364	2.91616	5.91616
1365	2.92454	5.92454
1366	2.93178	5.93178
1367	2.93853	5.93853
1368	2.94544	5.94544
1369	2.95207	5.95207
1370	2.95463	5.95463
1371	2.95388	5.95388
1372	2.95344	5.95344
1373	2.9519	5.9519
1374	2.9502	5.9502
1375	2.94804	5.94804
1376	2.94574	5.94574
1377	2.94281	5.94281
1378	2.93968	5.93968
1379	2.93677	5.93677
1380	2.93327	5.93327
1381	2.92947	5.92947
1382	2.92654	5.92654
1383	2.92244	5.92244
1384	2.91725	5.91725
1385	2.91272	5.91272
1386	2.90855	5.90855
1387	2.90402	5.90402
1388	2.89983	5.89983
1389	2.89439	5.89439
1390	2.88965	5.88965
1391	2.88488	5.88488
1392	2.87954	5.87954
1393	2.87431	5.87431
1394	2.88163	5.88163
1395	2.89443	5.89443
1396	2.90844	5.90844
1397	2.92331	5.92331
1398	2.94014	5.94014
1399	2.95703	5.95703
1400	2.97438	5.97438
1401	2.99182	5.99182
1402	3.01072	6.01072
1403	3.02897	6.02897
1404	3.04848	6.04848
1405	3.06736	6.06736
1406	3.0864	6.0864
1407	3.10637	6.10637
1408	3.12629	6.12629
1409	3.14622	6.14622
1410	3.1664	6.1664
1411	3.18645	6.18645
1412	3.20677	6.20677
1413	3.22722	6.22722
1414	3.24863	6.24863
1415	3.26898	6.26898
1416	3.28992	6.28992
1417	3.31098	6.31098
1418	3.31975	6.31975
1419	3.32366	6.32366
1420	3.32632	6.32632
1421	3.32741	6.32741
1422	3.32793	6.32793
1423	3.32794	6.32794
1424	3.32735	6.32735
1425	3.32596	6.32596
1426	3.3243	6.3243
1427	3.32296	6.32296
1428	3.3211	6.3211
1429	3.31877	6.31877
1430	3.31609	6.31609
1431	3.31335	6.31335
1432	3.31052	6.31052
1433	3.30771	6.30771
1434	3.30429	6.30429
1435	3.30104	6.30104
1436	3.29742	6.29742
1437	3.29374	6.29374
1438	3.28977	6.28977
1439	3.28605	6.28605
1440	3.28223	6.28223
1441	3.27857	6.27857
1442	3.27583	6.27583
1443	3.27402	6.27402
1444	3.27211	6.27211
1445	3.27	6.27
1446	3.2691	6.2691
1447	3.26733	6.26733
1448	3.26597	6.26597
1449	3.26486	6.26486
1450	3.26306	6.26306
1451	3.26161	6.26161
1452	3.26005	6.26005
1453	3.25849	6.25849
1454	3.25681	6.25681
1455	3.25516	6.25516
1456	3.25359	6.25359
1457	3.25161	6.25161
1458	3.25042	6.25042
1459	3.24874	6.24874
1460	3.24651	6.24651
1461	3.24508	6.24508
1462	3.24333	6.24333
1463	3.24096	6.24096
1464	3.24042	6.24042
1465	3.23777	6.23777
1466	3.22861	6.22861
1467	3.21479	6.21479
1468	3.20007	6.20007
1469	3.18481	6.18481
1470	3.16869	6.16869
1471	3.15262	6.15262
1472	3.13593	6.13593
1473	3.1183	6.1183
1474	3.10037	6.10037
1475	3.08335	6.08335
1476	3.06486	6.06486
1477	3.04587	6.04587
1478	3.02744	6.02744
1479	3.0085	6.0085
1480	2.98826	5.98826
1481	2.96935	5.96935
1482	2.9504	5.9504
1483	2.93036	5.93036
1484	2.91025	5.91025
1485	2.89043	5.89043
1486	2.8703	5.8703
1487	2.84952	5.84952
1488	2.82848	5.82848
1489	2.80779	5.80779
1490	2.78127	5.78127
1491	2.75216	5.75216
1492	2.72275	5.72275
1493	2.6905	5.6905
1494	2.6591	5.6591
1495	2.62576	5.62576
1496	2.59348	5.59348
1497	2.56063	5.56063
1498	2.52698	5.52698
1499	2.49321	5.49321
1500	2.45973	5.45973
1501	2.42469	5.42469
1502	2.39069	5.39069
1503	2.35574	5.35574
1504	2.32159	5.32159
1505	2.28574	5.28574
1506	2.25018	5.25018
1507	2.21468	5.21468
1508	2.17838	5.17838
1509	2.14217	5.14217
1510	2.10606	5.10606
1511	2.06984	5.06984
1512	2.03382	5.03382
1513	1.99562	4.99562
1514	1.98923	4.98923
1515	1.99711	4.99711
1516	2.01143	5.01143
1517	2.02928	5.02928
1518	2.04862	5.04862
1519	2.06937	5.06937
1520	2.09257	5.09257
1521	2.11663	5.11663
1522	2.14128	5.14128
1523	2.16704	5.16704
1524	2.19283	5.19283
1525	2.22018	5.22018
1526	2.24803	5.24803
1527	2.27702	5.27702
1528	2.30632	5.30632
1529	2.3354	5.3354
1530	2.36614	5.36614
1531	2.39641	5.39641
1532	2.42703	5.42703
1533	2.45909	5.45909
1534	2.49101	5.49101
1535	2.5226	5.5226
1536	2.55478	5.55478
1537	2.58792	5.58792
1538	2.61043	5.61043
1539	2.62818	5.62818
1540	2.64521	5.64521
1541	2.66102	5.66102
1542	2.67677	5.67677
1543	2.69223	5.69223
1544	2.7066	5.7066
1545	2.72135	5.72135
1546	2.73595	5.73595
1547	2.75048	5.75048
1548	2.76374	5.76374
1549	2.77902	5.77902
1550	2.79329	5.79329
1551	2.80731	5.80731
1552	2.82123	5.82123
1553	2.83527	5.83527
1554	2.84951	5.84951
1555	2.86338	5.86338
1556	2.87719	5.87719
1557	2.89018	5.89018
1558	2.90507	5.90507
1559	2.91894	5.91894
1560	2.93311	5.93311
1561	2.94719	5.94719
1562	2.95455	5.95455
1563	2.95949	5.95949
1564	2.96373	5.96373
1565	2.96763	5.96763
1566	2.97012	5.97012
1567	2.97311	5.97311
1568	2.97576	5.97576
1569	2.97804	5.97804
1570	2.98032	5.98032
1571	2.98197	5.98197
1572	2.98376	5.98376
1573	2.98569	5.98569
1574	2.98705	5.98705
1575	2.98854	5.98854
1576	2.98963	5.98963
1577	2.99114	5.99114
1578	2.99209	5.99209
1579	2.99294	5.99294
1580	2.9939	5.9939
1581	2.99447	5.99447
1582	2.9952	5.9952
1583	2.99589	5.99589
1584	2.99682	5.99682
1585	2.99721	5.99721
1586	3.00872	6.00872
1587	3.0216	6.0216
1588	3.03869	6.03869
1589	3.0567	6.0567
1590	3.07429	6.07429
1591	3.09305	6.09305
1592	3.11259	6.11259
1593	3.13218	6.13218
1594	3.15182	6.15182
1595	3.17223	6.17223
1596	3.19249	6.19249
1597	3.21273	6.21273
1598	3.2334	6.2334
1599	3.25462	6.25462
1600	3.27454	6.27454
1601	3.29579	6.29579
1602	3.31779	6.31779
1603	3.34038	6.34038
1604	3.3616	6.3616
1605	3.38287	6.38287
1606	3.40473	6.40473
1607	3.42668	6.42668
1608	3.44892	6.44892
1609	3.47132	6.47132
1610	3.47519	6.47519
1611	3.47313	6.47313
1612	3.4681	6.4681
1613	3.46202	6.46202
1614	3.45526	6.45526
1615	3.44673	6.44673
1616	3.43741	6.43741
1617	3.42848	6.42848
1618	3.41728	6.41728
1619	3.40601	6.40601
1620	3.39528	6.39528
1621	3.38371	6.38371
1622	3.37125	6.37125
1623	3.35857	6.35857
1624	3.34535	6.34535
1625	3.33186	6.33186
1626	3.31945	6.31945
1627	3.30606	6.30606
1628	3.29203	6.29203
1629	3.27805	6.27805
1630	3.26388	6.26388
1631	3.2496	6.2496
1632	3.23463	6.23463
1633	3.21961	6.21961
1634	3.23809	6.23809
1635	3.26925	6.26925
1636	3.30571	6.30571
1637	3.34398	6.34398
1638	3.38534	6.38534
1639	3.42745	6.42745
1640	3.47158	6.47158
1641	3.517	6.517
1642	3.5627	6.5627
1643	3.60854	6.60854
1644	3.65652	6.65652
1645	3.70435	6.70435
1646	3.75348	6.75348
1647	3.80279	6.80279
1648	3.85177	6.85177
1649	3.90125	6.90125
1650	3.95164	6.95164
1651	4.00284	7.00284
1652	4.05347	7.05347
1653	4.10383	7.10383
1654	4.15411	7.15411
1655	4.20473	7.20473
1656	4.25383	7.25383
1657	4.30513	7.30513
1658	4.33266	7.33266
1659	4.35398	7.35398
1660	4.37367	7.37367
1661	4.3911	7.3911
1662	4.40603	7.40603
1663	4.42382	7.42382
1664	4.43732	7.43732
1665	4.45186	7.45186
1666	4.46464	7.46464
1667	4.47827	7.47827
1668	4.49075	7.49075
1669	4.50321	7.50321
1670	4.5147	7.5147
1671	4.526	7.526
1672	4.53729	7.53729
1673	4.54721	7.54721
1674	4.55848	7.55848
1675	4.56929	7.56929
1676	4.57992	7.57992
1677	4.58892	7.58892
1678	4.59913	7.59913
1679	4.60866	7.60866
1680	4.61865	7.61865
1681	4.6279	7.6279
1682	4.64207	7.64207
1683	4.65678	7.65678
1684	4.67239	7.67239
1685	4.68918	7.68918
1686	4.70344	7.70344
1687	4.71901	7.71901
1688	4.73325	7.73325
1689	4.74886	7.74886
1690	4.76424	7.76424
1691	4.77904	7.77904
1692	4.79363	7.79363
1693	4.80769	7.80769
1694	4.8209	7.8209
1695	4.83203	7.83203
1696	4.84939	7.84939
1697	4.86853	7.86853
1698	4.88761	7.88761
1699	4.90709	7.90709
1700	4.92668	7.92668
1701	4.94661	7.94661
1702	4.966	7.966
1703	4.98591	7.98591
1704	5.00567	8.00567
1705	5.0245	8.0245
1706	5.0384	8.0384
1707	5.05109	8.05109
1708	5.06281	8.06281
1709	5.07381	8.07381
1710	5.08466	8.08466
1711	5.09541	8.09541
1712	5.106	8.106
1713	5.11645	8.11645
1714	5.12685	8.12685
1715	5.13646	8.13646
1716	5.1468	8.1468
1717	5.15653	8.15653
1718	5.16558	8.16558
1719	5.17552	8.17552
1720	5.18463	8.18463
1721	5.19407	8.19407
1722	5.20362	8.20362
1723	5.21209	8.21209
1724	5.22129	8.22129
1725	5.23156	8.23156
1726	5.23961	8.23961
1727	5.24844	8.24844
1728	5.25782	8.25782
1729	5.26717	8.26717
1730	5.27484	8.27484
1731	5.28256	8.28256
1732	5.28941	8.28941
1733	5.29684	8.29684
1734	5.3052	8.3052
1735	5.3124	8.3124
1736	5.31893	8.31893
1737	5.32647	8.32647
1738	5.33333	8.33333
1739	5.33915	8.33915
1740	5.34693	8.34693
1741	5.35388	8.35388
1742	5.3602	8.3602
1743	5.36646	8.36646
1744	5.3735	8.3735
1745	5.37946	8.37946
1746	5.38614	8.38614
1747	5.39313	8.39313
1748	5.40006	8.40006
1749	5.40613	8.40613
1750	5.41315	8.41315
1751	5.41942	8.41942
1752	5.4253	8.4253
1753	5.43118	8.43118
1754	5.43791	8.43791
1755	5.44371	8.44371
1756	5.45018	8.45018
1757	5.45767	8.45767
1758	5.46401	8.46401
1759	5.46974	8.46974
1760	5.47654	8.47654
1761	5.4827	8.4827
1762	5.48782	8.48782
1763	5.49501	8.49501
1764	5.50136	8.50136
1765	5.5071	8.5071
1766	5.51279	8.51279
1767	5.51934	8.51934
1768	5.52537	8.52537
1769	5.53211	8.53211
1770	5.5374	8.5374
1771	5.54332	8.54332
1772	5.55028	8.55028
1773	5.55629	8.55629
1774	5.56179	8.56179
1775	5.56729	8.56729
1776	5.57368	8.57368
1777	5.57954	8.57954
1778	5.57836	8.57836
1779	5.57205	8.57205
1780	5.56331	8.56331
1781	5.55595	8.55595
1782	5.54708	8.54708
1783	5.53695	8.53695
1784	5.52728	8.52728
1785	5.51661	8.51661
1786	5.50455	8.50455
1787	5.49319	8.49319
1788	5.48204	8.48204
1789	5.46951	8.46951
1790	5.45802	8.45802
1791	5.4456	8.4456
1792	5.43183	8.43183
1793	5.41874	8.41874
1794	5.40589	8.40589
1795	5.39282	8.39282
1796	5.37862	8.37862
1797	5.36533	8.36533
1798	5.35102	8.35102
1799	5.33608	8.33608
1800	5.32194	8.32194
1801	5.30706	8.30706
1802	5.30069	8.30069
1803	5.29985	8.29985
1804	5.30103	8.30103
1805	5.30269	8.30269
1806	5.30449	8.30449
1807	5.30759	8.30759
1808	5.31029	8.31029
1809	5.31219	8.31219
1810	5.31657	8.31657
1811	5.3203	8.3203
1812	5.32359	8.32359
1813	5.32803	8.32803
1814	5.33201	8.33201
1815	5.33515	8.33515
1816	5.33946	8.33946
1817	5.34445	8.34445
1818	5.3485	8.3485
1819	5.35324	8.35324
1820	5.35906	8.35906
1821	5.36388	8.36388
1822	5.36821	8.36821
1823	5.37364	8.37364
1824	5.37853	8.37853
1825	5.38258	8.38258
1826	5.38547	8.38547
1827	5.38734	8.38734
1828	5.38904	8.38904
1829	5.38966	8.38966
1830	5.39123	8.39123
1831	5.39193	8.39193
1832	5.39216	8.39216
1833	5.39236	8.39236
1834	5.39334	8.39334
1835	5.39327	8.39327
1836	5.39389	8.39389
1837	5.39557	8.39557
1838	5.39604	8.39604
1839	5.39586	8.39586
1840	5.39678	8.39678
1841	5.39704	8.39704
1842	5.39626	8.39626
1843	5.39657	8.39657
1844	5.39743	8.39743
1845	5.39723	8.39723
1846	5.39761	8.39761
1847	5.39892	8.39892
1848	5.39918	8.39918
1849	5.39889	8.39889
1850	5.39559	8.39559
1851	5.3897	8.3897
1852	5.38219	8.38219
1853	5.37531	8.37531
1854	5.36861	8.36861
1855	5.36165	8.36165
1856	5.35355	8.35355
1857	5.34634	8.34634
1858	5.33817	8.33817
1859	5.32941	8.32941
1860	5.32145	8.32145
1861	5.31282	8.31282
1862	5.30725	8.30725
1863	5.30284	8.30284
1864	5.29903	8.29903
1865	5.29349	8.29349
1866	5.28848	8.28848
1867	5.28289	8.28289
1868	5.27712	8.27712
1869	5.27096	8.27096
1870	5.26504	8.26504
1871	5.25848	8.25848
1872	5.2517	8.2517
1873	5.24366	8.24366
1874	5.24416	8.24416
1875	5.24463	8.24463
1876	5.24733	8.24733
1877	5.2498	8.2498
1878	5.25242	8.25242
1879	5.2565	8.2565
1880	5.25911	8.25911
1881	5.26382	8.26382
1882	5.26686	8.26686
1883	5.27064	8.27064
1884	5.27509	8.27509
1885	5.27904	8.27904
1886	5.2827	8.2827
1887	5.28719	8.28719
1888	5.29062	8.29062
1889	5.29616	8.29616
1890	5.30294	8.30294
1891	5.31099	8.31099
1892	5.31914	8.31914
1893	5.32724	8.32724
1894	5.3364	8.3364
1895	5.34463	8.34463
1896	5.35302	8.35302
1897	5.36165	8.36165
1898	5.36886	8.36886
1899	5.37556	8.37556
1900	5.38218	8.38218
1901	5.38878	8.38878
1902	5.39586	8.39586
1903	5.4029	8.4029
1904	5.40907	8.40907
1905	5.41582	8.41582
1906	5.42358	8.42358
1907	5.43034	8.43034
1908	5.43659	8.43659
1909	5.44286	8.44286
1910	5.45006	8.45006
1911	5.45617	8.45617
1912	5.46308	8.46308
1913	5.47039	8.47039
1914	5.47681	8.47681
1915	5.48374	8.48374
1916	5.49145	8.49145
1917	5.49831	8.49831
1918	5.50404	8.50404
1919	5.51091	8.51091
1920	5.51837	8.51837
1921	5.52478	8.52478
1922	5.52835	8.52835
1923	5.53023	8.53023
1924	5.52988	8.52988
1925	5.52996	8.52996
1926	5.53092	8.53092
1927	5.53065	8.53065
1928	5.52963	8.52963
1929	5.52849	8.52849
1930	5.52816	8.52816
1931	5.52719	8.52719
1932	5.52687	8.52687
1933	5.52572	8.52572
1934	5.52341	8.52341
1935	5.52214	8.52214
1936	5.52138	8.52138
1937	5.51946	8.51946
1938	5.5181	8.5181
1939	5.51767	8.51767
1940	5.5161	8.5161
1941	5.5139	8.5139
1942	5.51269	8.51269
1943	5.51084	8.51084
1944	5.50798	8.50798
1945	5.50612	8.50612
1946	5.50109	8.50109
1947	5.49303	8.49303
1948	5.48498	8.48498
1949	5.4774	8.4774
1950	5.46851	8.46851
1951	5.45879	8.45879
1952	5.44883	8.44883
1953	5.43959	8.43959
1954	5.42963	8.42963
1955	5.41974	8.41974
1956	5.40989	8.40989
1957	5.39912	8.39912
1958	5.39059	8.39059
1959	5.38616	8.38616
1960	5.38018	8.38018
1961	5.37352	8.37352
1962	5.36681	8.36681
1963	5.35989	8.35989
1964	5.3533	8.3533
1965	5.34539	8.34539
1966	5.33731	8.33731
1967	5.32907	8.32907
1968	5.31897	8.31897
1969	5.3104	8.3104
1970	5.29106	8.29106
1971	5.26799	8.26799
1972	5.24387	8.24387
1973	5.21876	8.21876
1974	5.1911	8.1911
1975	5.16188	8.16188
1976	5.13438	8.13438
1977	5.10405	8.10405
1978	5.07431	8.07431
1979	5.04332	8.04332
1980	5.01146	8.01146
1981	4.97736	7.97736
1982	4.94613	7.94613
1983	4.91393	7.91393
1984	4.88022	7.88022
1985	4.84655	7.84655
1986	4.81277	7.81277
1987	4.77731	7.77731
1988	4.74143	7.74143
1989	4.70772	7.70772
1990	4.67191	7.67191
1991	4.63618	7.63618
1992	4.59984	7.59984
1993	4.56392	7.56392
1994	4.54863	7.54863
1995	4.54128	7.54128
1996	4.53489	7.53489
1997	4.53165	7.53165
1998	4.52905	7.52905
1999	4.52988	7.52988
2000	4.52932	7.52932
2001	4.5303	7.5303
2002	4.53169	7.53169
2003	4.53354	7.53354
2004	4.53598	7.53598
2005	4.5384	7.5384
2006	4.5417	7.5417
2007	4.54529	7.54529
2008	4.54896	7.54896
2009	4.55338	7.55338
2010	4.55794	7.55794
2011	4.56201	7.56201
2012	4.56574	7.56574
2013	4.57249	7.57249
2014	4.57776	7.57776
2015	4.58302	7.58302
2016	4.58933	7.58933
2017	4.59463	7.59463
2018	4.5839	7.5839
2019	4.56836	7.56836
2020	4.55106	7.55106
2021	4.53122	7.53122
2022	4.51235	7.51235
2023	4.49124	7.49124
2024	4.47002	7.47002
2025	4.44827	7.44827
2026	4.42494	7.42494
2027	4.40208	7.40208
2028	4.3783	7.3783
2029	4.35421	7.35421
2030	4.33037	7.33037
2031	4.30764	7.30764
2032	4.28132	7.28132
2033	4.25543	7.25543
2034	4.23085	7.23085
2035	4.20506	7.20506
2036	4.1795	7.1795
2037	4.15331	7.15331
2038	4.12702	7.12702
2039	4.10094	7.10094
2040	4.0742	7.0742
2041	4.04786	7.04786
2042	4.02459	7.02459
2043	4.0024	7.0024
2044	3.98133	6.98133
2045	3.96071	6.96071
2046	3.93949	6.93949
2047	3.91813	6.91813
2048	3.89723	6.89723
2049	3.87646	6.87646
2050	3.85553	6.85553
2051	3.83474	6.83474
2052	3.81413	6.81413
2053	3.79273	6.79273
2054	3.77192	6.77192
2055	3.75125	6.75125
2056	3.73061	6.73061
2057	3.7095	6.7095
2058	3.68865	6.68865
2059	3.66851	6.66851
2060	3.64705	6.64705
2061	3.62576	6.62576
2062	3.60448	6.60448
2063	3.58363	6.58363
2064	3.56298	6.56298
2065	3.54133	6.54133
2066	3.53918	6.53918
2067	3.54439	6.54439
2068	3.5529	6.5529
2069	3.56264	6.56264
2070	3.57466	6.57466
2071	3.58725	6.58725
2072	3.59884	6.59884
2073	3.61424	6.61424
2074	3.62824	6.62824
2075	3.64394	6.64394
2076	3.65942	6.65942
2077	3.67595	6.67595
2078	3.69077	6.69077
2079	3.70951	6.70951
2080	3.72713	6.72713
2081	3.74492	6.74492
2082	3.76305	6.76305
2083	3.78072	6.78072
2084	3.80006	6.80006
2085	3.81877	6.81877
2086	3.83772	6.83772
2087	3.85709	6.85709
2088	3.87647	6.87647
2089	3.89629	6.89629
2090	3.9188	6.9188
2091	3.94172	6.94172
2092	3.96543	6.96543
2093	3.9895	6.9895
2094	4.0149	7.0149
2095	4.03957	7.03957
2096	4.06385	7.06385
2097	4.08907	7.08907
2098	4.11413	7.11413
2099	4.13928	7.13928
2100	4.16511	7.16511
2101	4.19048	7.19048
2102	4.21573	7.21573
2103	4.24317	7.24317
2104	4.26857	7.26857
2105	4.29485	7.29485
2106	4.32195	7.32195
2107	4.34781	7.34781
2108	4.37378	7.37378
2109	4.39942	7.39942
2110	4.42482	7.42482
2111	4.45409	7.45409
2112	4.48057	7.48057
2113	4.5084	7.5084
2114	4.54228	7.54228
2115	4.57607	7.57607
2116	4.61046	7.61046
2117	4.64474	7.64474
2118	4.68097	7.68097
2119	4.71615	7.71615
2120	4.75206	7.75206
2121	4.78866	7.78866
2122	4.82308	7.82308
2123	4.85978	7.85978
2124	4.89469	7.89469
2125	4.92768	7.92768
2126	4.95895	7.95895
2127	4.988	7.988
2128	5.01917	8.01917
2129	5.0613	8.0613
2130	5.10284	8.10284
2131	5.14624	8.14624
2132	5.18928	8.18928
2133	5.23144	8.23144
2134	5.2732	8.2732
2135	5.31495	8.31495
2136	5.35762	8.35762
2137	5.3986	8.3986
2138	5.42239	8.42239
2139	5.441	8.441
2140	5.45753	8.45753
2141	5.47271	8.47271
2142	5.48708	8.48708
2143	5.50019	8.50019
2144	5.51246	8.51246
2145	5.52467	8.52467
2146	5.53656	8.53656
2147	5.54696	8.54696
2148	5.55786	8.55786
2149	5.56885	8.56885
2150	5.57956	8.57956
2151	5.58912	8.58912
2152	5.5995	8.5995
2153	5.60889	8.60889
2154	5.61768	8.61768
2155	5.62679	8.62679
2156	5.636	8.636
2157	5.64438	8.64438
2158	5.65354	8.65354
2159	5.66189	8.66189
2160	5.66976	8.66976
2161	5.67753	8.67753
2162	5.68727	8.68727
2163	5.69675	8.69675
2164	5.70772	8.70772
2165	5.71803	8.71803
2166	5.72724	8.72724
2167	5.73741	8.73741
2168	5.74808	8.74808
2169	5.75771	8.75771
2170	5.76789	8.76789
2171	5.779	8.779
2172	5.78808	8.78808
2173	5.79791	8.79791
2174	5.80829	8.80829
2175	5.81816	8.81816
2176	5.82774	8.82774
2177	5.83793	8.83793
2178	5.84716	8.84716
2179	5.85703	8.85703
2180	5.8672	8.8672
2181	5.87731	8.87731
2182	5.88661	8.88661
2183	5.89683	8.89683
2184	5.90559	8.90559
2185	5.91503	8.91503
2186	5.91847	8.91847
2187	5.9166	8.9166
2188	5.91307	8.91307
2189	5.90974	8.90974
2190	5.9052	8.9052
2191	5.89912	8.89912
2192	5.89457	8.89457
2193	5.88885	8.88885
2194	5.88214	8.88214
2195	5.87557	8.87557
2196	5.86896	8.86896
2197	5.86138	8.86138
2198	5.85449	8.85449
2199	5.84667	8.84667
2200	5.83823	8.83823
2201	5.82958	8.82958
2202	5.82154	8.82154
2203	5.81284	8.81284
2204	5.80467	8.80467
2205	5.79559	8.79559
2206	5.78594	8.78594
2207	5.7761	8.7761
2208	5.76693	8.76693
2209	5.75714	8.75714
2210	5.72881	8.72881
2211	5.69041	8.69041
2212	5.64645	8.64645
